分数_Score,公司代码()_CompanyCode,上市公司代码_Comcd,最新公司全称_Lcomnm,行业_Industry,创新机构行业分布占比_InnovationInstitutions(%),行业集中度CR8值_CR8IndustryConcentration,周期性行业_PeriodIndustry,劳动力行业分布_LaborIndustryDistribution,高水平人才分布_DistributionOfHighLevelTalents,数据化人才分布_DataTalentDistribution,每股收益(元/股)_BasicEPS,每股净资产(元/股)_NAPS,每股营业总收入(元/股)_ToloperevPS,每股营业利润(元/股)_OpeprfPS,每股息税前利润(元/股)_EBITPS,每股未分配利润(元/股)_UndivprfPS,每股留存收益(元/股)_RetearPS,每股经营活动现金流量(元/股)_OpeCFPS,每股净现金流量(元/股)_CFPS,每股企业自由现金流量(元/股)_EntfcfPS,净资产收益率(平均)(%)_AvgROE,资产净利率(%)_ROA,投入资本回报率(%)_ROIC,销售净利率(%)_Netprfrt,销售毛利率(%)_Gincmrt,销售成本率(%)_Salcostrt,营业利润/营业总收入_OpeprTOR,息税前利润/营业总收入(%)_EBITTOR,营业总成本/营业总收入(%)_TopecostTOR,销售费用率(%)_Opeexprt,管理费用率(%)_Admexprt,财务费用率(%)_Finexprt,资产减值损失/营业总收入_AstimpaTOR,净利润_Netprf,息税前利润_EBIT,息税折旧摊销前利润_EBITDA,营业利润率(%)_Opeprfrt,成本费用利润率(%)_Totprfcostrt,流动比率(%)_Currt,速动比率(%)_Qckrt,超速动比率(%)_Supqckrt,产权比率(%)_Dbequrt,股东权益/负债合计_Equtotlia,股东权益/带息债务(%)_Equintdb,有形净值债务率(%)_Dbtanequrt,有形净值/净债务(%)_Tanastndb,经营净现金流量/负债合计_NOCFtotlia,长期负债与营运资金比率(NULL)_Ldbwrkcap,现金流动负债比_OpeCcurdb,每股收益增长率(%)_EPSgrrt,营业收入3年复合增长率()_OperaInc3GrRt,营业利润增长率(%)_Opeprfgrrt,利润总额增长率(%)_Totprfgrrt,净利润增长率(%)_Netprfgrrt,归属母公司的净利润过去五年平均增幅(%)_NPPCavggrrt,经营活动现金流量净额增长率(%)_NOCFgrrt,净资产收益率(摊薄)增长率(%)_ROAgrrt,净资产增长率(%)_Netassgrrt,总资产增长率(%)_Totassgrrt,股东权益相对年初增长率(%)_EquYTDgrrt,资产总计相对年初增长率(%)_TotastYTDgrrt,可持续增长率(%)_Susgrrt,营业周期(天/次)_Opecyc,存货周转率(次)_Invtrtrrat,应收账款周转率(次)_ARTrat,应付账款周转率(次)_AccrPayrat,流动资产周转率(次)_Currat,固定资产周转率(次)_Fixassrat,股东权益周转率(次)_Equrat,总资产周转率(次)_Totassrat,销售商品劳务收入现金/营业收入(%)_SalesevOpeincm,销售现金比率(%)_Casrtsale,经营现金净流量/经营净收益(%)_NOCFONI,资本支出/折旧和摊销_CapexpDM,现金及其等价物净增加额(元)_CCEinc,经营现金净流量(元)_NOCF,自由现金流量(元)_FreeCF,净利润现金含量(元)_Netprfcascvr,营业收入现金含量(%)_Opeincmcashcvr,总资产现金回收率(%)_OpeCass,每股现金及现金等价物余额(元/股)_CCEPS,留存盈余比率(%)_Retearrt,资产负债率(%)_Dbastrt,长期借款/总资产(%)_Ldbass,应付债券/总资产(%)_Bdpayass,股东权益/全部投入资本(%)_Equtotcap,带息债务/全部投入资本(%)_Intdbtotcap,流动负债/负债合计(%)_Curtotlia,非流动负债/负债合计(%)_Noncurtotlia,股东权益比率(%)_Equass,营运资金(元)_Wrkcap,长期负债/股东权益_Ldbequ,经营活动净收益／利润总额(%)_OPItprf,经营活动净收益／利润总额(TTM)(%)_OPItprfTTM,对联营合营公司投资收益/利润总额(%)_Invretassoctprf,价值变动净收益／利润总额(%)_Valchgtprf,营业外收支净额／利润总额(%)_Noopenitprf,净利润/营业总收入(%)_NPTOIDP,净利润/利润总额(%)_NPTPDP,利润总额/息税前利润(%)_TPEBITDDP,息税前利润/营业总收入(%)_EBITTOIDDP,RGB_Red,RGB_Green,RGB_Blue,主营业务_MainBusiness,积极新闻舆情_Positive,消极新闻舆情_Nagative,消极/积极_Na/P,消极/中立_Na/Ne,监管确定_RegulatoryCertainty,劳动力流动_LabourMobility,资本流动_CapitalFlow,贸易流量_TradeFlow,全球经济增长地位_GlobalEconomicGrowthPosition,国民经济增长地位_NationEconomicGrowthPosition,法治程度_RuleOfLaw,有形产权_TangiblePropertyRights,无形产权_IntangiblePropertyRights,纠纷调解_DisputeResolution,税收优惠_TaxIncentive,税收负担_TaxBurden
81,264836,C300454,深信服科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,1.55,8.5268,7.9985,1.5236,1.3412,2.5385,2.8494,2.3398,1.293,1.3465,23.3017,15.0002,20.3867,18.7094,73.3234,26.6766,19.0483,16.768,90.536,36.3156,4.0281,-2.3977,0.4103,603275680,540675608.9,625015887.9,19.0483,29.6578,2.0168,1.9321,0.7043,49.3098,202.7994,496.4988,49.8007,,0.5565,0.1207,0.6248,-2.5157,34.72,-3.8497,-3.597,5.1884,,23.2302,-46.7377,97.4916,76.3017,97.4916,76.3017,31.1862,75,7.9799,11.7558,,1.2567,19.8068,1.2455,0.8017,117.3008,29.2527,309.0941,3.7375,521267879.2,943239025,-4221539557,156.3529,117.3008,23.4533,1.8221,89.9766,33.0252,,,83.2355,16.7645,89.0683,10.9317,66.9748,1535056466,0.0539,49.38,49.38,,3.2376,0.6123,18.7094,97.6194,114.2991,16.768,35,123,207,9,0.5008,0.0639,0.0071,0.1277,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
75,171541,C300458,珠海全志科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.36,6.4048,4.1179,0.3099,0.128,3.1981,3.5073,-0.2106,-0.1767,0.5289,5.7014,4.4529,2.0653,7.8952,34.1957,65.8043,7.525,3.1075,97.5849,3.9017,4.1595,-4.7152,4.9771,118127426.7,42407367.94,119097517.4,7.525,11.3125,7.1164,5.6094,5.4852,14.9872,667.2369,,16.0007,,-0.2194,0.0116,-0.235,620,4.11,3953.7719,3236.3758,6288.3026,-31.2959,-174.8245,549.0903,5.0146,5.4908,5.0146,5.4908,0.8549,153,2.5771,25.937,6.7842,0.66,8.4196,0.6587,0.564,106.6117,-5.1146,-211.7786,0.8421,-58545976.68,-69798480.68,-612058762.5,-64.7813,106.6117,-2.8847,3.7759,16.0371,12.8051,,,100,0,93.3663,6.6337,87.1949,1816652308,0.0097,30.8728,30.8728,,10.7917,3.805,7.8952,100.9271,251.7369,3.1075,0,112,222,7,0.5025,0.032,0.0046,0.0637,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
66.5,171837,C300460,广东惠伦晶体科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,-0.1325,3.9004,1.8956,-0.138,-0.1268,1.2088,1.3738,0.4046,-0.0656,-0.1345,-3.3275,-2.1172,-2.6691,-6.9891,25.3163,74.6837,-7.2811,-6.6901,132.6817,3.1837,9.3649,2.7098,34.3934,-22294391.32,-21340549.23,49791788.93,-7.2811,-8.0938,1.7456,1.1938,1.1615,51.1682,195.434,647.1685,64.8495,1387.5171,0.2027,0.5759,0.2898,-194.6429,-8.5,-200.9316,-198.4829,-195.4509,-13.2848,-35.8935,-199.4292,-3.9993,-10.9237,-3.9993,-10.9237,,334,2.0066,2.3176,,0.7865,0.7254,0.4761,0.3029,102.1711,21.3428,,0.5216,-11032280.51,68080634.73,-135342475.9,,102.1711,6.4653,0.3725,,33.8485,,,86.6161,13.3839,69.959,30.041,66.1515,175182727.1,0.1537,,,,,,-6.9891,,,-6.6901,0,83,175,6,0.1052,0.1053,0.0176,1.001,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
66.5,174609,C300468,深圳四方精创资讯股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.35,5.4167,2.5065,0.3478,0.3096,1.5808,1.881,0.4074,-0.0515,-1.3424,6.8683,5.7062,5.8238,14.1046,39.1845,60.8155,13.8767,12.3523,87.156,0.4907,11.8368,-2.2156,0.5696,68804381.94,60256614.36,68174337.56,13.8767,20.5392,4.2249,4.1918,4.1148,16.9785,588.9796,984.0888,17.516,,0.443,0.0037,0.4483,-25.5319,17.55,-23.7501,-23.2189,-21.9581,6.0836,59.7037,-29.7222,11.0483,4.6523,11.0483,4.6523,4.1789,148,52.8252,2.5324,,0.6518,3.2018,0.487,0.4046,102.2915,16.255,126.5576,5.1215,-10032655.65,79294660.13,-44851357.4,115.2465,102.2915,6.5762,2.7348,57.658,14.5142,,,90.7757,9.2243,98.8254,1.1746,85.4858,570444767.1,0.002,88.1659,88.1659,4.0776,3.0113,4.7452,14.1046,96.8191,117.9371,12.3523,25,56,127,6,0.1383,0.0532,0.0089,0.3847,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
76.5,175296,C300476,胜宏科技(惠州)股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.49,3.8662,4.2925,0.6425,0.5487,1.1105,1.2417,0.6454,0.1831,1.4271,13.4133,8.0192,12.6849,11.5163,27.5615,72.4385,14.9692,12.7839,84.5858,2.5626,3.979,-0.3431,0.6401,380491765.7,422373088.5,586461877.4,14.9692,16.2924,1.0778,0.914,0.8722,81.4031,122.8455,128.872,82.9567,178.6924,0.2051,0.134,0.2072,22.5,37.01,50.2182,29.9329,35.013,31.652,38.8278,22.3845,10.3184,31.945,10.3184,31.945,9.2546,169,6.5059,3.1517,,1.2682,1.9837,1.1647,0.6963,80.2854,15.0346,97.5369,7.0496,140941632.7,496734547.2,-933017879.5,130.5507,80.2854,10.4691,0.7222,65.6102,44.8741,,,56.3074,43.6926,98.9678,1.0322,55.1259,186549166.9,0.0084,120.3124,120.3124,,-4.6263,-16.8389,11.5163,89.8877,100.2187,12.7839,0,115,205,6,0.4725,0.022,0.0037,0.0465,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
60.5,223202,C300514,深圳友讯达科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.2624,2.6434,3.4875,0.2926,0.2919,0.9484,1.0737,0.2143,-0.0712,0.2829,10.3444,6.2939,9.6201,7.5254,36.7095,63.2905,8.39,8.3705,97.1382,13.9863,6.9618,0.002,1.3636,52489257.87,58383703.97,67824489.17,8.39,9.9048,2.3397,1.9876,1.8413,68.8579,145.2266,174.9272,72.0992,1573.9197,0.1178,0.0068,0.1188,-66.5263,25.77,-30.308,-30.6336,-26.9579,28.2285,64.913,-32.8327,8.7467,15.1543,8.7467,15.1543,8.7399,284,2.8516,2.2704,,0.8744,35.7931,1.3746,0.8363,78.4142,6.1458,214.755,3.7536,-14241187.07,42866292.33,-159806382.2,81.6668,78.4142,5.14,1.1764,80.9485,40.7786,,,63.6267,36.3733,99.096,0.904,59.2214,483295516,0.0062,34.2977,34.2977,,2.1491,-0.5525,7.5254,90.1909,99.6818,8.3705,247,0,0,14,0.3143,0.1143,0.0082,0.3637,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
64.5,170569,C300518,深圳市盛讯达科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.11,11.7471,4.4001,0.2634,0.351,4.9894,5.4894,0.9235,-0.9667,-0.1001,0.9266,1.2413,2.2204,4.9123,29.1315,70.8685,5.9866,7.9773,96.87,6.3524,7.7114,3.1486,0.0118,10159391.88,32762777.13,65318202.36,5.9866,5.7488,1.5098,1.5098,1.2747,53.9078,185.5019,287.9413,85.0964,357.6821,0.1458,2.5976,0.339,-83.8235,26.32,-61.0109,-68.0891,-68.091,1.1289,116.6767,-83.9358,0.0192,19.9534,0.0192,19.9534,1.5022,108,,3.3219,,0.799,1.8855,0.3746,0.2527,106.4834,20.9874,670.5213,0.8881,-90227506.35,86195913.2,-286765052.5,427.2386,106.4834,5.3035,1.9402,81.6249,33.3437,0.0883,,74.2229,25.7771,43.0225,56.9775,66.6563,129654543.5,0.285,61.8139,61.8139,-1.1189,31.7111,-18.2274,4.9123,97.0126,63.4757,7.9773,0,84,187,4,0.2667,0.1333,0.0333,0.4998,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
68,177518,C300531,深圳市优博讯科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.42,2.5303,3.3998,0.5444,0.5422,1.3642,1.4327,-0.0974,0.2084,0.2939,17.9644,12.7866,16.7384,13.7112,33.3016,66.6984,16.0113,15.9476,88.1391,6.2913,3.7863,-0.128,3.3924,117250420.1,151811894.2,160579789.7,16.0113,20.7045,2.2556,1.6659,1.5962,63.1256,158.4144,179.2448,74.3572,5528.4364,-0.061,0.0106,-0.0618,147.0588,51.72,157.2031,152.5242,135.9557,5.8583,-146.3814,103.1873,18.7029,40.5253,18.7029,40.5253,20.3013,195,3.2279,4.3124,,1.1482,39.7028,1.4585,0.9326,91.7536,-2.8657,-24.161,1.7588,58344208.51,-27279864.12,-467027483.9,-20.9005,91.7536,-2.6725,1.2907,92.8358,37.4964,,,64.1891,35.8109,98.6808,1.3192,62.5036,554150833.2,0.0079,74.7399,74.7399,4.3233,3.0774,-0.8933,13.7112,86.3993,99.5105,15.9476,0,168,214,5,0.3137,0.1177,0.0235,0.3752,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
76,168753,C300532,深圳市今天国际物流技术股份有限公司,1,0.032,0.3991,0,0.478,0.435,0.0219,0.07,2.772,1.501,0.0604,0.0516,0.9376,1.1,0.5399,-0.1149,0.3073,2.3469,1.2354,1.8824,4.1741,34.535,65.465,4.0241,3.4408,99.7554,10.4865,14.4945,-0.5461,-0.8537,18219848.27,14318617.74,21173939.64,4.0241,4.4347,1.6949,1.3937,1.1046,96.6426,103.474,240.1984,100.4429,2073.9826,0.2015,0.0491,0.2084,-79.4118,-6.39,-83.5828,-84.5068,-81.2888,14.8465,209363.6754,-80.0572,-1.9811,16.177,-1.9811,16.177,0.1927,615,1.6333,0.9124,,0.3669,5.3112,0.536,0.296,178.8092,35.9685,14702.3092,5.4353,-31863327.03,149681954.4,-10076455.31,861.6968,178.8092,10.6452,0.9292,8.6974,49.1463,0,0,70.6054,29.3946,96.6996,3.3004,50.8537,499140880.8,0.0319,6.1364,6.1364,23.1335,16.0848,-0.9344,4.1741,104.6987,115.8704,3.4408,251,0,0,4,0.6597,0.0284,0.0071,0.043,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
67.5,184606,C300533,深圳冰川网络股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.99,15.5862,2.8739,1.026,0.7422,5.3871,5.8871,0.4911,-2.2843,-1.8764,6.4569,5.6287,4.6393,34.2582,90.1157,9.8843,35.7022,25.8252,82.527,35.7079,11.5809,-10.046,1.0164,99888259.35,75143226.09,81316090.6,35.7022,76.116,7.2928,7.2928,3.0197,15.3169,652.8719,2490.0194,15.3827,,0.2057,,0.2057,2.0619,-7.69,0.3932,4.1749,9.8522,-3.2208,126.0342,-1.0953,4.0961,4.6918,4.0961,4.6918,3.9095,13,,26.9,,0.1683,59.9502,0.1881,0.1643,93.4641,17.089,97.8023,0.5013,-231278431,49723575.6,-2888557297,49.8829,93.4641,2.8077,6.6952,59.4563,13.3426,,,96.139,3.861,100,,86.6574,1521005885,,48.7103,48.7103,-0.2958,32.8045,0.4712,34.2582,95.5034,138.9,25.8252,0,196,222,2,0.2222,0.1111,0.0556,0.5,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
58.5,187035,C300543,深圳市朗科智能电气股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.37,5.5216,10.0154,0.3824,0.3808,1.9626,2.2695,-0.7868,-1.0912,-0.4908,6.7712,4.1495,6.4628,3.7088,14.7898,85.2102,3.8181,3.8019,96.967,1.3155,5.0356,-0.1816,1.7643,44574584.04,45693146.75,68576133.57,3.8181,4.3593,2.1,1.3464,1.1483,57.9848,172.4589,200.0867,61.1635,499.5701,-0.2457,0.0033,-0.2466,-44.7761,18.97,-48.5274,-48.1686,-44.4009,21.3574,-179.318,-45.1201,1.3111,-4.978,1.3111,-4.978,5.4394,148,3.9852,6.1882,,1.4301,6.6144,1.8257,1.1188,76.0444,-7.8559,-259.0167,0.6166,-130949825.2,-94416520.24,-298221190.9,-211.8169,76.0444,-8.7894,1.6807,79.8091,36.7028,,,66.6763,33.3237,99.6434,0.3566,63.2972,421102969.9,0.0021,76.1378,76.1378,,12.4301,4.1526,3.7088,93.1038,104.7777,3.8019,0,77,169,5,0.3055,0.0278,0.0056,0.091,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
68,170658,C300546,深圳市雄帝科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.81,5.4487,4.4433,0.9113,0.9081,2.8144,3.1785,0.071,-0.791,-0.2577,15.7187,10.6015,15.7439,17.9599,47.5224,52.4776,20.5082,20.4371,84.2449,11.2959,7.8694,-0.4751,1.4088,107841702.7,122716006.5,128456889.9,20.5082,28.6729,2.8174,2.1217,1.8629,48.2596,207.2127,428.7375,49.9937,,0.027,0.0126,0.0276,37.2881,34.02,38.9934,33.6795,35.6304,17.9992,-81.8402,17.1193,15.8052,15.7911,15.8052,15.7911,13.7728,342,1.5638,3.2003,,0.645,39.7111,0.8752,0.5903,111.8196,1.5973,10.1381,9.1453,-106892381.1,9590951.9,-314180589.8,8.8935,111.8196,0.9429,3.0413,81.2035,32.5507,,,81.087,18.913,97.7535,2.2465,67.4493,631306185.8,0.0108,77.2087,77.2087,-0.1499,2.1217,-0.5018,17.9599,88.0136,99.8472,20.4371,239,128,7,2,0.45,0.025,0.0125,0.0556,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
65,187150,C300556,丝路视觉科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.4873,4.0889,6.2947,0.4567,0.4577,1.2469,1.4046,0.127,1.3485,1.2564,12.322,6.9851,10.4096,6.672,36.2866,63.7134,7.255,7.272,99.3319,14.2921,13.8627,0.0098,2.7625,54155808.2,52573242.47,68887504.37,7.255,7.8724,2.1813,2.1221,2.0222,69.4114,144.0685,856.6006,74.1571,,0.0447,0.0082,0.0452,129.967,27.79,282.1368,284.959,249.1079,0.7454,-55.5954,100.4363,14.7103,36.2635,14.7103,36.2635,9.2748,149,34.5283,2.5955,6.7325,1.2783,21.8504,1.6449,1.0469,91.6645,2.0176,302.0009,2.2223,154876537.8,14586405.63,-382279192.4,30.2398,91.6645,2.1123,2.3367,78.7184,40.9227,,,89.5463,10.4537,99.043,0.957,59.0773,381368448.5,0.0066,9.2365,9.2365,0.0063,65.8659,-0.3041,6.672,92.2436,99.4646,7.272,253,0,0,4,0.4146,0.122,0.0305,0.2943,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
70.5,187147,C300561,珠海汇金科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.16,4.0219,1.4352,0.1315,0.1249,1.2954,1.5243,-0.288,-2.0558,-1.6014,3.81,3.3287,3.6266,10.6042,50.8773,49.1227,9.1608,8.7058,105.2005,27.2984,9.9537,-0.3802,3.3103,26037504.42,21292604.09,25781257.52,9.1608,10.593,7.2727,6.5774,3.2087,15.3854,649.9686,908.0706,15.7813,,-0.4654,0.0139,-0.506,-66.6667,12.84,-73.6785,-74.4543,-67.4512,23.2728,-643.7096,-67.5285,0.5779,3.0046,0.5779,3.0046,-1.1673,367,1.974,1.9443,,0.3411,17.6623,0.3579,0.3139,98.1515,-20.0666,,4.5507,-350333121.4,-49078930.65,-1873978198,-189.2323,98.1515,-6.299,0.9631,-30.6694,13.3363,,,90.0801,9.9199,91.983,8.017,86.6637,608413022.4,0.0123,-57.0899,-57.0899,,67.8082,-0.5641,10.6042,116.4095,104.6364,8.7058,200,0,0,7,0.2477,0.0184,0.0026,0.0743,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
62.5,191375,C300565,深圳市科信通信技术股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.08,3.5523,2.6088,0.11,0.0999,1.1509,1.321,0.0884,0.8903,0.324,2.2494,1.57,2.0279,3.0781,33.019,66.981,4.2181,3.8278,97.6553,14.1237,8.0934,-0.7864,2.392,16702529.06,20770274.84,28384344.84,4.2181,4.7544,2.5522,2.258,2.1499,38.3795,260.5557,297.7194,41.543,,0.0648,0.0386,0.0687,-71.4286,-10.89,-65.1744,-65.2943,-71.6044,4.5981,-89.1442,-71.324,-0.978,-7.4943,-0.978,-7.4943,,314,2.9743,1.8583,,0.6939,3.7035,0.7308,0.51,115.3613,3.3884,144.5168,16.8309,185180747.1,18386294.18,-827634240.4,110.0809,115.3613,1.7282,1.2081,,27.735,,,74.8566,25.1434,94.3473,5.6527,72.265,415303643.1,0.0217,55.78,55.78,,18.8117,-0.3492,3.0781,73.2292,109.8134,3.8278,255,0,0,4,0.2698,0.0794,0.0199,0.2943,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
67.5,187037,C300570,深圳太辰光通信股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.66,5.2926,3.4526,0.7909,0.676,1.758,2.0647,0.1791,1.9056,0.0618,13.0967,11.0246,11.3064,19.0454,34.4124,65.5876,22.9079,19.5789,78.8809,1.7791,6.5935,-2.8783,2.297,152734465.9,155472044.5,179314325,22.9079,31.5934,4.9613,4.2732,3.2527,21.0478,475.1096,741.2377,22.3503,,0.1608,0.02,0.1735,50,16.5,55.4306,53.3232,51.1884,18.9547,-69.3156,39.7685,9.159,17.1053,9.159,17.1053,6.2099,153,4.0542,5.572,,0.7309,5.5445,0.6809,0.5789,80.1137,5.1885,24.568,2.5744,438276887.9,41201028.65,-1463252338,27.243,80.1137,3.0034,2.3667,45.789,17.3128,,,88.1128,11.8872,92.663,7.337,82.6872,940452552.1,0.0154,94.0414,94.0414,,4.5749,-2.0067,19.0454,84.8075,114.701,19.5789,27,81,196,2,0.475,0.125,0.0625,0.2632,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
66,207866,C300602,深圳市飞荣达科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.8,5.62,6.4926,0.9383,0.895,3.0652,3.2909,0.2985,-0.8369,-0.0914,15.414,9.9889,15.2055,12.5231,30.9354,69.0646,14.4512,13.7852,86.9218,3.6528,7.8132,-0.6614,1.1543,162458970.6,182759294.6,210182642.4,14.4512,17.8813,2.59,2.1898,2.1703,62.2021,160.7664,2676.6236,71.1033,,0.0854,0.2687,0.1219,40.3509,27,51.8087,49.7839,50.5686,25.6195,-52.1014,25.7133,19.4943,29.1259,19.4943,29.1259,15.1152,193,5.4999,2.807,3.312,1.0653,6.4062,1.2579,0.7976,87.263,4.5982,35.1597,9.0312,-170892336.5,60961767.55,60700531.15,36.718,87.263,3.6677,1.9824,87.432,38.1029,,,96.3985,3.6015,70.0662,29.9338,61.8971,795231484,0.1843,91.5729,91.5729,,0.0057,-1.1868,12.5231,87.6865,103.6015,13.7852,0,63,145,4,0.4942,0.0593,0.0148,0.12,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
61,193164,C300615,深圳市欣天科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.11,3.1784,1.6088,0.0846,0.0808,0.7074,0.9128,-0.047,-0.5104,-0.547,3.3827,2.9128,2.8457,6.5729,30.9955,69.0045,5.2563,5.024,94.1967,4.1083,11.9525,-1.6931,0.7227,15571874.5,11902426.5,23611921.06,5.2563,7.1631,5.1663,4.6072,3.6486,16.8523,593.3909,650.7768,17.4532,,-0.0878,,-0.0878,-52.1739,4.61,-62.3269,-61.7669,-49.7942,3.5244,-115.9565,-52.155,3.4095,4.7199,3.4095,4.7199,1.8195,230,4.3075,2.4526,,0.5963,2.1147,0.5146,0.4431,100.223,-2.9226,-50.361,2.1589,-75165319.09,-6923884.59,-302116917.3,-44.464,100.223,-1.2951,1.0737,52.8859,14.4219,,,86.6805,13.3195,100,,85.5781,328627859.9,,97.1739,97.1739,-18.1496,-2.3321,11.9851,6.5729,110.0614,118.8695,5.024,0,60,137,4,0.1737,0.1684,0.0421,0.9695,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
68,220270,C300620,珠海光库科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.9082,6.1257,3.2133,1.0315,0.9727,1.8951,2.1353,0.3257,0.8695,1.5186,15.5496,11.7533,14.9271,28.1592,46.651,53.349,32.1008,30.271,74.4435,3.6585,11.5563,-5.0955,0.7665,79917211.68,87567532.31,97531951.47,32.1008,50.6451,2.4527,2.1248,1.6235,48.1439,207.7106,271.5542,62.5143,,0.1104,0.1309,0.1314,25.0103,28.15,34.6239,34.5796,35.3204,28.9172,-57.3955,15.2,15.7504,45.3101,15.7504,45.3101,13.2316,216,2.6777,4.3974,,0.5623,3.6888,0.5629,0.4174,92.882,10.1354,39.6586,5.9972,78274923.29,29319397.93,-683401793.5,35.993,92.882,4.2304,2.8314,77.3884,32.3351,,,73.086,26.914,84.0183,15.9817,67.6649,324050416.8,0.0764,79.5075,79.5075,,7.0822,0.1329,28.1592,87.6047,106.1858,30.271,27,30,146,8,0.3889,0.0278,0.0035,0.0715,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
68.5,251247,C300634,彩讯科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.41,3.1107,1.9133,0.4314,0.4487,0.8521,0.9384,0.1395,0.5841,-0.6309,15.1818,12.4667,15.1608,21.9216,44.3797,55.6203,22.5471,23.4512,80.2271,3.2143,6.0753,-0.1113,2.2286,158548636.3,179478096.1,183758014.3,22.5471,36.4164,3.4266,3.3436,3.3049,32.0364,312.1452,420.7469,34.655,,0.14,0.1359,0.1861,10.8108,29.67,17.7159,17.8647,20.1149,,-44.0531,-18.2915,47.3713,67.4897,47.3713,67.4897,15.8595,152,23.4364,2.6318,,0.9122,3.1271,0.7328,0.5687,88.0705,7.2901,36.8694,40.3944,233663091.8,55793307.68,-630772292.4,33.2555,88.0705,4.1459,1.5266,79.8164,23.6537,0.0559,,80.7968,19.2032,75.2054,24.7946,76.3463,727474846.5,0.0768,83.7931,83.7931,6.4729,2.7043,4.4507,21.9216,92.8989,100.6228,23.4512,255,55,0,15,0.3704,0.0741,0.0049,0.2001,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
