公司代码()_CompanyCode,上市公司代码_Comcd,最新公司全称_Lcomnm,行业_Industry,A股股票代码_A_Stkcd,B股股票代码_B_Stkcd,H股股票代码_H_stkcd,上市标识_Lstflg,截止日期_Enddt,报表类型_Reporttype,每股收益(元/股)_BasicEPS,稀释每股收益(元/股)_DilutEPS,每股收益(期末股本摊薄)(元/股)_EPS,每股收益(TTM)(元/股)_EPSTTM,每股净资产(元/股)_NAPS,每股营业总收入(元/股)_ToloperevPS,每股营业收入(元/股)_MincmPS,每股营业收入(TTM)(元/股)_MincmPSTTM,每股营业利润(元/股)_OpeprfPS,每股息税前利润(元/股)_EBITPS,每股资本公积金(元/股)_CapsurfdPS,每股盈余公积金(元/股)_SurrefdPS,每股公积金(元/股)_AccumfdPS,每股未分配利润(元/股)_UndivprfPS,每股留存收益(元/股)_RetearPS,每股经营活动现金流量(元/股)_OpeCFPS,每股经营活动现金流量(TTM)(元/股)_OpeCFPSTTM,每股净现金流量(元/股)_CFPS,每股净现金流量(TTM)(元/股)_CFPSTTM,每股企业自由现金流量(元/股)_EntfcfPS,每股股东自由现金流量(元/股)_ShrhfcfPS,净资产收益率(平均)(%)_AvgROE,净资产收益率(加权)(%)_WROE,净资产收益率(摊薄)(%)_ROE,净资产收益率(扣除，摊薄)(%)_ROEcut,净资产收益率(扣除，加权)(%)_WROEcut,净资产收益率(TTM)(%)_ROETTM,资产报酬率(%)_ROAEBIT,资产报酬率(TTM)(%)_ROAEBITTTM,资产净利率(%)_ROA,资产净利率(TTM)(%)_ROATTM,投入资本回报率(%)_ROIC,销售净利率(%)_Netprfrt,销售净利率(TTM)(%)_NetprfrtTTM,销售毛利率(%)_Gincmrt,销售毛利率(TTM)(%)_GincmrtTTM,销售成本率(%)_Salcostrt,销售期间费用率(%)_Pdcostrt,销售期间费用率(TTM)(%)_PdcostrtTTM,净利润/营业总收入_NprTOR,净利润/营业总收入(TTM)_NprTORTTM,营业利润/营业总收入_OpeprTOR,营业利润/营业总收入(TTM)_OpeprTORTTM,息税前利润/营业总收入(%)_EBITTOR,息税前利润/营业总收入(TTM)(%)_EBITTORTTM,营业总成本/营业总收入(%)_TopecostTOR,营业总成本/营业总收入(TTM)(%)_TopecostTORTTM,销售费用率(%)_Opeexprt,销售费用率(TTM)(%)_OpeexprtTTM,管理费用率(%)_Admexprt,管理费用率(TTM)(%)_AdmexprtTTM,财务费用率(%)_Finexprt,财务费用率(TTM)(%)_FinexprtTTM,资产减值损失/营业总收入_AstimpaTOR,资产减值损失/营业总收入(TTM)_AstimpaTORTTM,净利润_Netprf,扣除非经常性损益后的净利润_Netprfcut,息税前利润_EBIT,息税折旧摊销前利润_EBITDA,营业利润率(%)_Opeprfrt,成本费用利润率(%)_Totprfcostrt,流动比率(%)_Currt,速动比率(%)_Qckrt,超速动比率(%)_Supqckrt,产权比率(%)_Dbequrt,股东权益/负债合计_Equtotlia,股东权益/带息债务(%)_Equintdb,有形净值债务率(%)_Dbtanequrt,有形净值/带息债务(%)_Tanastintdb,有形净值/净债务(%)_Tanastndb,息税折旧摊销前利润/负债合计_EBITDAtotlia,经营净现金流量/负债合计_NOCFtotlia,经营净现金流量/带息债务_NOCFintdb,经营净现金流量/流动负债_NOCFtotcurlia,经营净现金流量/净债务_NOCFndb,利息保障倍数_Intcvr,长期负债与营运资金比率(NULL)_Ldbwrkcap,现金流动负债比_OpeCcurdb,每股收益增长率(%)_EPSgrrt,稀释每股收益增长率(%)_DilutEPSgrrt,营业收入增长率(%)_Opeincmgrrt,营业收入3年复合增长率()_OperaInc3GrRt,营业利润增长率(%)_Opeprfgrrt,利润总额增长率(%)_Totprfgrrt,净利润增长率(%)_Netprfgrrt,归属母公司的净利润增长率(%)_NPPCgrrt,归属母公司的净利润(扣除)增长率(%)_NPPCcutgrrt,归属母公司股东的净利润3年复合增长率()_NetProfShareGrRt,归属母公司的净利润过去五年平均增幅(%)_NPPCavggrrt,经营活动现金流量净额增长率(%)_NOCFgrrt,每股经营活动现金流量增长率(%)_OpeCPSgrrt,净资产收益率(摊薄)增长率(%)_ROAgrrt,净资产增长率(%)_Netassgrrt,总资产增长率(%)_Totassgrrt,每股净资产相对年初增长率(%)_NAPSgrrt,股东权益相对年初增长率(%)_EquYTDgrrt,资产总计相对年初增长率(%)_TotastYTDgrrt,可持续增长率(%)_Susgrrt,营业周期(天/次)_Opecyc,存货周转率(次)_Invtrtrrat,存货周转天数(天/次)_invtrtrday,应收账款周转率(次)_ARTrat,应收账款周转天数(天/次)_ARTday,应付账款周转率(次)_AccrPayrat,应付账款周转天数(天/次)_AccrPayday,流动资产周转率(次)_Currat,固定资产周转率(次)_Fixassrat,股东权益周转率(次)_Equrat,总资产周转率(次)_Totassrat,销售商品劳务收入现金/营业收入(%)_SalesevOpeincm,销售商品劳务收入现金/营业收入(TTM)(%)_SalesevOpeincmTTM,销售现金比率(%)_Casrtsale,销售现金比率(TTM)(%)_CasrtsaleTTM,经营现金净流量/经营净收益(%)_NOCFONI,经营现金净流量/经营净收益(TTM)(%)_NOCFONITTM,资本支出/折旧和摊销_CapexpDM,现金及其等价物净增加额(元)_CCEinc,经营现金净流量(元)_NOCF,销售商品劳务收入现金(元)_Salesevcash,自由现金流量(元)_FreeCF,净利润现金含量(元)_Netprfcascvr,营业收入现金含量(%)_Opeincmcashcvr,总资产现金回收率(%)_OpeCass,每股现金及现金等价物余额(元/股)_CCEPS,每股股利(元/股)_DivPS,股利保障倍数(倍)_Divcvr,现金股利保障倍数(倍)_Cashdivcvr,股利支付率(%)_Divprt,留存盈余比率(%)_Retearrt,资产负债率(%)_Dbastrt,流动资产/总资产(%)_Curtotast,非流动资产/总资产(%)_Noncurtotast,固定资产比率(%)_Fixassrt,无形资产比率(%)_Intanassrt,长期借款/总资产(%)_Ldbass,应付债券/总资产(%)_Bdpayass,股东权益/全部投入资本(%)_Equtotcap,带息债务/全部投入资本(%)_Intdbtotcap,流动负债/负债合计(%)_Curtotlia,非流动负债/负债合计(%)_Noncurtotlia,股东权益比率(%)_Equass,权益乘数(%)_Equmul,营运资金(元)_Wrkcap,长期负债/股东权益_Ldbequ,长期资产适合率(%)_Lassfitass,经营活动净收益／利润总额(%)_OPItprf,经营活动净收益／利润总额(TTM)(%)_OPItprfTTM,对联营合营公司投资收益/利润总额(%)_Invretassoctprf,对联营合营公司投资收益/利润总额(TTM)(%)_InvretassoctprfTTM,价值变动净收益／利润总额(%)_Valchgtprf,价值变动净收益／利润总额(TTM)(%)_ValchgtprfTTM,营业外收支净额／利润总额(%)_Noopenitprf,营业外收支净额／利润总额(TTM)(%)_NoopenitprfTTM,所得税／利润总额(%)_Taxtprf,扣除非经常损益后的净利润／净利润(%)_Nprfcutnprf,权益乘数(杜邦分析)(%)_EqumulDP,归属母公司股东的净利润/净利润(%)_NPPCNPDP,净利润/营业总收入(%)_NPTOIDP,净利润/利润总额(%)_NPTPDP,利润总额/息税前利润(%)_TPEBITDDP,息税前利润/营业总收入(%)_EBITTOIDDP
251818,C300735,惠州光弘科技股份有限公司,3,300735,,,A,31/12/18,Q4,0.77,0.77,0.7706,0.7706,5.1128,4.5057,4.5057,4.5057,0.8808,0.8782,2.7343,0.1843,2.9186,1.1858,1.3701,0.6117,0.6117,-1.9396,-1.9396,-1.5377,-1.5646,15.9772,15.99,15.072,13.1409,13.94,15.9772,15.6051,15.6051,13.7177,12.8637,15.5668,17.1335,17.1335,31.9115,31.9115,68.0885,9.3855,9.3855,17.1335,17.1335,19.5476,19.5476,19.4909,19.4909,83.3343,83.3343,1.3228,1.3228,7.8346,7.8346,0.2281,0.2281,0.6069,0.6069,273318283.4,238299380.9,311482221,439956768.2,19.5476,25.2848,4.9864,4.8105,2.8631,17.1542,582.947,1032.1765,18.3232,966.3281,,1.3849,0.6974,1.2348,0.8647,,,0.0602,0.8647,18.4615,18.4615,25.4275,20.32,61.6585,57.2589,57.3249,57.4763,43.6331,42.14,,-23.7349,-23.7282,39.6331,12.7778,14.2222,12.77,12.7778,14.2222,10.3992,78,28.3291,12.7078,5.5106,65.3298,,,1.2761,2.6624,0.9342,0.8006,98.3792,98.3792,13.5751,13.5751,81.4553,81.4553,3.0005,-687941307.5,216941396.1,1572185722,-2842451716,79.2309,98.3792,10.8686,0.7314,0.3,2.5687,2.0388,38.9304,61.0696,14.6145,58.7741,41.2259,33.0367,3.8648,0.013,,91.1675,8.8325,80.6521,19.3479,85.3855,1.1712,1000143655,0.0331,2.6702,85.076,85.076,,,6.6464,6.6464,0.212,0.212,12.5355,87.0313,1.1668,99.8208,17.1335,87.4645,100.5038,19.4909
207843,C300738,广东奥飞数据科技股份有限公司,3,300738,,,A,31/12/18,Q4,0.91,0.91,0.8876,0.8876,8.7553,6.2977,6.2977,6.2977,0.8903,1.0936,4.9059,0.2361,5.142,2.5897,2.8258,-0.9452,-0.9452,2.9084,2.9084,0.882,3.7026,13.948,11.1,10.1376,7.0492,7.72,13.948,9.7381,9.7381,7.9037,5.3572,10.9524,14.0936,14.0936,26.5524,26.5524,73.4476,8.2875,8.2875,14.0936,14.0936,14.1367,14.1367,17.3646,17.3646,88.5074,88.5074,3.1431,3.1431,4.3621,4.3621,0.7823,0.7823,0.8977,0.8977,57928262.25,40280898.7,71372948.25,98438636.35,14.1367,20.2332,1.476,1.2083,0.978,89.2317,112.0678,133.84,97.9787,121.8914,446.9159,0.1828,-0.121,-0.1445,-0.1391,-0.5298,20.9977,0.3151,-0.1391,-28.9063,-28.9063,8.5334,37,-18.3042,-7.222,-7.6586,-7.6586,-33.8688,29.29,,-224.989,-193.7326,-58.1122,120.4507,181.202,65.32,120.4507,181.202,17.8161,166,5.0831,70.8243,3.7744,95.3794,,,1.0017,2.6086,0.9897,0.5608,105.2226,105.2226,-15.0087,-15.0087,-130.5938,-130.5938,5.5651,189816975.1,-61689338.81,432491172.6,-325527283.1,-106.4926,105.2226,-8.4169,3.2813,0.18,4.931,-5.2511,20.28,79.72,47.1547,60.522,39.478,20.2347,0.2112,,,57.2357,42.7643,86.9569,13.0431,52.8453,1.8923,211047829.2,0.1164,2.4461,69.4937,69.4937,,,10.1037,10.1037,14.518,14.518,14.7786,69.5358,1.7647,100,14.0936,85.2214,95.2376,17.3646
259876,C300739,深圳明阳电路科技股份有限公司,3,300739,,,A,31/12/18,Q4,0.67,0.67,0.6562,0.6562,6.7831,6.1223,6.1223,6.1223,0.7204,0.7079,4.369,0.1286,4.4976,1.2772,1.4058,1.0028,1.0028,0.3718,0.3718,-2.2653,-2.264,13.6213,10.51,9.6734,7.5255,8.18,13.6213,9.5307,9.5307,8.8339,6.9166,11.8764,10.7175,10.7175,28.7489,28.7489,71.2511,12.1771,12.1771,10.7175,10.7175,11.7664,11.7664,11.5628,11.5628,90.5495,90.5495,7.5591,7.5591,6.1371,6.1371,-1.5191,-1.5191,2.3355,2.3355,121257747.3,94333100.07,130822179.6,190847018.8,11.7664,14.6873,2.5698,2.268,1.2122,39.8577,250.8928,323.9477,41.5823,310.5121,2001.0112,0.3656,0.3709,0.4789,0.4223,3.0861,,0.0882,0.4223,-11.8421,-11.8421,7.3518,21.38,-0.3934,3.3491,3.7599,3.7599,-14.8792,26.71,,16.492,-41.7519,-56.3853,137.9,76.6991,18.94,137.9,76.6991,10.7377,120,6.2124,57.9496,5.7176,62.9635,,,1.3585,2.5165,1.2709,0.8242,101.2429,101.2429,16.3788,16.3788,173.3104,173.3104,3.4874,68703584.51,185309764.4,1145464740,-2976745686,152.823,101.2429,13.5002,1.0259,0.35,1.8747,2.865,53.3409,46.6591,28.4987,64.3243,35.6757,29.638,1.1779,,,76.4122,23.5878,87.833,12.167,71.5013,1.3986,688858012.1,0.0485,2.5295,77.1263,77.1263,,,7.5582,7.5582,3.9735,3.9735,12.5342,77.7955,1.5419,100,10.7175,87.4658,105.9716,11.5628
259874,C300752,深圳市隆利科技股份有限公司,3,300752,,,A,31/12/18,Q4,2.89,2.89,2.2257,2.2257,10.9883,21.335,21.335,21.335,2.4733,2.5379,5.7176,0.4359,6.1535,3.8351,4.271,2.9169,2.9169,5.5384,5.5384,1.9251,1.873,29.8072,40.76,20.2555,19.2841,38.81,29.8072,16.5941,16.5941,14.5531,10.6754,29.4312,10.4323,10.4323,21.5927,21.5927,78.4073,4.6273,4.6273,10.4323,10.4323,11.5926,11.5926,11.8954,11.8954,88.8005,88.8005,1.3944,1.3944,3.3783,3.3783,-0.1455,-0.1455,0.9337,0.9337,161724003.9,153968408.6,184405817.9,201793531.3,11.5926,14.1927,1.8907,1.6124,1.5758,89.7398,111.4333,122.008,92.4511,118.4299,1057.3436,0.278,0.2958,0.3239,0.3009,2.8915,107.6147,0.0193,0.3009,58.7912,58.7912,70.6647,63.06,63.4005,60.7221,63.3186,63.3186,61.8219,155.52,,239.3522,154.5288,-41.3525,178.4757,114.0876,108.85,178.4757,114.0876,31.0636,128,6.8268,52.7333,4.7804,75.3075,,,1.6085,13.0846,2.8572,1.395,83.5928,83.5928,13.6716,13.6716,122.0741,122.0741,5.4981,402428761,211941928.3,1295881110,-359418014.5,131.0516,83.5928,19.072,6.4743,1,2.2257,2.9169,44.9291,55.0709,47.2962,87.9067,12.0933,9.9302,0.9979,,,54.9566,45.0434,98.3061,1.6939,52.7038,1.8974,627354408.2,0.0152,5.3881,95.0327,95.0327,,,0,0,1.6313,1.6313,11.4774,95.2044,2.0482,100,10.4323,88.5226,99.0708,11.8954
281785,C300770,广东南方新媒体股份有限公司,3,300770,,,A,31/12/18,Q4,2.13,2.13,2.1316,2.1316,7.39,6.6811,6.6811,6.6811,2.1355,2.0967,3.2801,0.3666,3.6467,2.7441,3.1107,2.56,2.5594,0.9679,0.9679,2.0863,2.1311,32.3474,32.37,28.841,28.3853,31.86,32.3474,21.7775,21.7775,22.0902,19.4931,31.5985,31.8332,31.8332,56.5813,56.5813,43.4187,17.264,17.264,31.8332,31.8332,31.9628,31.9628,31.3826,31.3826,67.9789,67.9789,7.1315,7.1315,10.8074,10.8074,-0.6749,-0.6749,1.2177,1.2177,205198999.6,201956900,201841515.9,222742470.4,31.9628,52.828,2.6129,2.6126,2.5559,47.4417,210.7851,,55.6823,,,0.6571,0.7299,,0.7833,,,0.0454,0.7833,86.8421,86.8421,44.2208,52.69,84.636,83.3589,85.7565,86.8624,87.3413,91.69,,24.1126,24.2718,46.3512,27.6807,30.7416,27.63,27.6807,30.7416,,80,1774.654,0.2029,4.4643,80.6397,1.5579,231.0803,0.8852,8.191,1.0139,0.6939,96.2204,96.2204,38.308,38.308,119.6334,119.6334,3.2098,93173829.95,246383200.9,618855254.4,19592298.21,120.3399,96.2204,26.5833,6.3494,,,,,,32.137,78.2463,21.7537,7.8819,5.9851,,,100,0,93.1831,6.8169,67.863,1.4736,507303147.1,0.0323,6.1863,99.8866,99.8866,-1.5592,-1.5592,0,0,0.2955,0.2955,0.6998,98.6409,1.4611,100.2245,31.8332,99.3002,102.1506,31.3826
1034,C600004,广州白云国际机场股份有限公司,1,600004,,,A,31/12/18,Q4,0.55,0.55,0.5457,0.5457,7.5463,3.7437,3.7437,3.7437,0.7385,0.8117,3.2265,0.3881,3.6147,2.9065,3.2947,1.5074,1.5074,-0.2638,-0.2638,-4.0449,-4.918,7.3749,7.36,7.231,6.9048,7.02,7.3749,6.7746,6.7746,4.6867,4.2931,7.4279,14.9988,14.9988,29.7481,29.7481,70.2519,8.6849,8.6849,14.9988,14.9988,19.7259,19.7259,21.6809,21.6809,81.407,81.407,0.8928,0.8928,5.7622,5.7622,2.0299,2.0299,0.4131,0.4131,1129170963,1078229015,1679581233,3002829251,19.7259,25.1564,0.3877,0.3815,0.3558,72.508,137.9158,198.2408,76.785,187.1988,263.622,0.2644,0.2755,0.396,0.3192,0.5577,11.8913,,0.3192,-32.9268,-32.9268,14.5716,11.29,-29.4147,-28.9709,-27.4359,-29.2404,-31.07,-3.41,16.2632,44.8776,44.8727,-32.0024,4.0618,20.1843,4.06,4.0618,20.1843,5.3307,50,77.4748,4.6467,7.7887,46.2208,,,1.9608,0.507,0.506,0.3125,104.6749,104.6749,40.2657,40.2657,216.5641,216.5641,1.3725,-545969625.7,3119314302,8108974688,5474008515,268.46,104.6749,12.5818,1.093,0.17,3.2098,8.8671,31.1542,68.8458,41.8351,13.9996,86.0004,81.1248,2.0327,0.024,,66.4701,33.5299,86.3051,13.6949,58.1649,1.7192,-5983044197,0.0985,0.7742,93.6314,93.6314,1.3624,1.3624,0.5069,0.5069,0.6636,0.6636,24.4685,92.7965,1.6192,97.1807,14.9988,75.5315,91.5905,21.6809
1051,C600029,中国南方航空股份有限公司,1,600029,,1055,AH,31/12/18,Q4,0.28,0.28,0.2432,0.2432,5.2989,11.7079,11.7079,11.7079,0.3268,0.7051,2.086,0.2177,2.3036,1.9551,2.1727,1.5965,1.5965,0.0043,0.0043,-0.3244,-0.9877,5.2061,5.51,4.589,3.6029,4.32,5.2061,3.7201,3.7201,1.4865,1.4011,5.7261,2.4063,2.4063,10.451,10.451,89.549,11.0915,11.0915,2.4063,2.4063,2.7913,2.7913,6.022,6.022,100.9943,100.9943,4.9338,4.9338,2.6013,2.6013,3.5565,3.5565,0.0084,0.0084,2983000000,2342000000,8649000000,22986000000,2.7913,3.1043,0.2876,0.2673,0.1205,259.1757,38.5839,77.0415,283.8714,70.3392,77.0093,0.1358,0.1163,0.2321,0.234,0.2541,2.0781,,0.234,-53.3333,-53.3333,12.6552,8.81,-50.3898,-48.9998,-49.4219,-49.5604,-55.0652,-8.16,25.9449,-8.4984,-24.7537,-61.5172,31.0703,12.974,7.78,31.0703,12.974,5.5357,4,77.4544,4.6479,53.7511,,,,6.8464,0.875,2.5066,0.6178,110.8068,110.8068,13.6364,13.6364,,,1.6763,53000000,19585000000,1.59E+11,3989290000,566.6956,110.8068,8.4239,0.5863,0.05,4.8634,31.9307,20.5618,79.4382,68.3027,9.7594,90.2406,68.938,1.3578,0.0382,0.0254,43.5161,56.4839,49.6741,50.3259,31.6973,3.1548,-59615000000,1.0844,0.9258,-31.8253,-31.8253,10.3187,10.3187,0.7132,0.7132,10.653,10.653,22.9775,67.7662,4.0576,86.3137,2.4063,77.0225,51.8788,6.022
1183,C600183,广东生益科技股份有限公司,3,600183,,,A,31/12/18,Q4,0.47,0.47,0.4725,0.4725,2.8846,5.6582,5.6582,5.6582,0.5803,0.6498,0.3054,0.4072,0.7125,1.1687,1.5759,0.6315,0.6315,-0.5215,-0.5215,0.1321,-0.2851,16.1102,16.39,15.6262,14.4443,15.15,16.1102,10.6966,10.6966,8.279,8.2645,12.1546,8.8887,8.8887,22.1761,22.1761,77.8239,7.6159,7.6159,8.8887,8.8887,10.2556,10.2556,11.4844,11.4844,90.7421,90.7421,2.0338,2.0338,4.0399,4.0399,1.5421,1.5421,0.2175,0.2175,1000468631,924798068.8,1375955578,1741631541,10.2556,11.9436,2.0256,1.5628,1.5389,94.4068,105.9245,117.303,100.926,109.726,138.2257,0.2881,0.2212,0.245,0.354,0.3086,8.9732,0.5851,0.354,-7.8431,-7.8431,11.453,16.33,-5.9193,-6.1491,-4.3455,-6.904,-7.6861,22.5,30.3201,125.4429,55.1597,-12.4975,6.3925,0.3501,-26.54,6.3925,0.3501,4.5667,179,5.5711,64.6192,3.1404,114.6351,,,1.4855,3.4368,1.9293,0.9314,91.1616,91.1616,11.161,11.161,120.5557,120.5557,3.4811,-1104194030,1337205019,10922145602,755239271.4,125.5637,91.1616,10.3954,0.5199,0.35,1.3478,1.8015,74.1945,25.8055,46.907,59.3794,40.6206,26.8217,2.8978,0.0419,0.117,53.9813,46.0187,62.4962,37.5038,53.093,1.8835,3874068286,0.3313,2.4412,90.7237,90.7237,1.709,1.709,-1.7881,-1.7881,-0.5001,-0.5001,12.8947,86.8386,2.0714,93.9441,8.8887,87.1053,88.8557,11.4844
1238,C600242,中昌大数据股份有限公司,3,600242,,,A,31/12/18,Q4,0.27,0.27,0.2658,0.2658,4.6054,6.6097,6.6097,6.6097,0.3552,0.466,4.5984,0.0683,4.6667,-1.061,-0.9927,0.0965,0.0965,-0.9877,-0.9877,-0.9405,-0.2366,5.9446,5.94,5.7711,5.5239,5.69,5.9446,6.2429,6.2429,4.1696,3.8098,6.8359,4.7086,4.7086,11.8141,11.8141,88.1859,5.7171,5.7171,4.7086,4.7086,5.3744,5.3744,7.05,7.05,94.8286,94.8286,1.9583,1.9583,2.0169,2.0169,1.7419,1.7419,0.1375,0.1375,121373822.4,116175093,212797467.2,231214728.3,5.3744,5.6526,1.5151,1.4558,1.1398,69.0029,144.9215,171.3027,-1218.2414,-9.7028,,0.1592,0.0304,0.0359,0.0487,0.0439,4.0471,1.1738,0.0487,-3.5714,-3.5714,41.3751,95.12,16.1707,16.9156,19.863,2.3618,7.8357,89.06,-591.433,-43.1205,-43.1349,-3.6142,6.2001,20.8549,6.19,6.2001,20.8549,7.1768,72,49.6935,7.2444,5.4856,65.6264,,,2.2416,1321.7819,1.4784,0.8855,105.1466,105.1466,1.4603,1.4603,28.2379,28.2379,1.8912,-451045344.1,44078207.92,3173765112,-983726739.6,31.0136,105.1466,1.2931,0.4885,,,,,100,38.9018,36.7321,63.2679,0.0969,1.727,0.1298,0.0133,63.1408,36.8592,62.3229,37.6771,61.0982,1.6367,465840544.2,0.2399,37.1044,97.4275,97.4275,-0.4476,-0.4476,4.0441,4.0441,-1.2509,-1.2509,11.292,81.7412,1.6695,85.399,4.7086,88.708,75.291,7.05
1396,C600428,中远海运特种运输股份有限公司,1,600428,,,A,31/12/18,Q4,0.04,0.04,0.0401,0.0401,4.4619,3.5293,3.5293,3.5293,0.0334,0.1934,1.9927,0.3992,2.3919,1.2035,1.6026,0.417,0.417,-0.1686,-0.1686,0.0987,-0.4475,0.9021,0.9,0.8986,-0.6716,-0.67,0.9021,1.9346,1.9346,0.4042,0.4003,1.6718,1.1449,1.1449,14.7107,14.7107,85.2893,12.4064,12.4064,1.1449,1.1449,0.9458,0.9458,5.4795,5.4795,100.8514,100.8514,0.6547,0.6547,6.724,6.724,5.0277,5.0277,2.8078,2.8078,86066557.49,-64324661.86,415134334.2,1332990544,0.9458,1.6756,0.5952,0.5201,0.3498,126.1329,79.2815,93.8663,133.0843,88.9633,99.4968,0.1095,0.0741,0.0877,0.1704,0.0981,1.426,,0.1704,-63.964,-63.964,16.4,3.46,-78.2684,-61.1611,-63.6873,-63.7707,-126.6427,-16.08,187.2028,-37.2105,-37.2177,-64.0531,0.7867,1.9559,0.78,0.7867,1.9559,,45,19.7606,18.2181,12.9711,27.754,,,2.5154,0.4641,0.7941,0.3531,93.3175,93.3175,11.8166,11.8166,,,1.1994,-361904686.4,895235843.1,7069843553,1585571686,1032.0914,93.3175,4.1719,0.4798,,,,,,55.7595,14.4371,85.5629,75.6078,1.9099,0.2444,,48.418,51.582,43.4991,56.5009,44.2405,2.2604,-2127171586,0.7121,0.9374,-52.0095,-52.0095,-9.415,-9.415,132.0388,132.0388,42.2267,42.2267,30.0608,-74.158,2.2492,99.2236,1.1449,69.9392,29.8751,5.4795
1405,C600446,深圳市金证科技股份有限公司,3,600446,,,A,31/12/18,Q4,-0.1363,-0.1363,-0.1364,-0.1364,1.9061,5.732,5.732,5.732,-0.1069,-0.0541,0.2687,0.1427,0.4114,0.4939,0.6366,0.3743,0.3743,-0.927,-0.927,0.027,-0.4312,-6.6221,-6.62,-7.1551,-14.9942,-13.87,-6.6221,-1.0997,-1.0997,-3.0294,-3.307,-2.6021,-2.5984,-2.5984,23.0937,23.0937,76.9063,7.737,7.737,-2.5984,-2.5984,-1.8655,-1.8655,-0.9432,-0.9432,104.4834,104.4834,3.5549,3.5549,4.1087,4.1087,0.0734,0.0734,6.8035,6.8035,-116361503.9,-243846276,-46129217.65,-11826411.68,-1.8655,-2.1091,1.598,1.0785,0.9357,124.0559,80.6088,117.7477,136.7379,106.827,243.1883,-0.0073,0.1583,0.2312,0.1933,0.5264,-1.1203,0.3701,0.1933,-186.2113,-186.2113,15.679,23.21,-136.7765,-137.4675,-158.6747,-188.1526,-299.3329,-177.01,21.7123,197.4227,191.0575,-202.3429,-13.8655,-15.486,-15.7,-13.8655,-15.486,,139,3.9175,91.8977,7.4928,48.0468,,,1.6337,74.4496,2.7832,1.1659,112.483,112.483,6.5299,6.5299,,,3.3994,-790936187.4,319351852.4,5501108964,-792733202.1,,112.483,7.6131,0.8576,,,,,,52.5015,68.6957,31.3043,1.6247,1.9537,,0.0902,54.0753,45.9247,81.8795,18.1205,47.4985,2.1053,987867857.8,0.2003,3.6168,,,,,,,,,,,2.3872,91.568,-2.5984,,,-0.9432
1465,C600525,长园集团股份有限公司,3,600525,,,A,31/12/18,Q4,0.0855,0.0855,0.0843,0.0843,4.0325,5.3876,5.3876,5.3876,0.2033,0.56,1.4043,0.0925,1.4968,1.3515,1.4439,0.5139,0.5139,0.2237,0.2237,2.1242,2.1631,1.9957,1.95,2.0904,-22.2681,-20.74,1.9957,4.048,4.048,-0.0725,-0.0774,-0.2898,-0.1959,-0.1959,41.1107,41.1107,58.8893,34.2636,34.2636,-0.1959,-0.1959,3.7737,3.7737,10.3947,10.3947,120.855,120.855,13.4033,13.4033,13.722,13.722,7.1383,7.1383,18.1,18.1,111666790.7,-1189521145,741860620.9,1107136161,3.7737,3.9377,0.9955,0.8356,0.6574,233.8904,42.7551,47.9856,843.8356,13.3004,16.1333,0.0839,0.0545,0.0612,0.0765,0.0742,1.5453,,0.0765,248.4375,248.4375,0.0891,19.69,261.9211,276.3483,90.6183,250.2404,-88.7496,-38.62,-18.9891,383.6773,383.8983,264.4948,-8.67,-2.8912,-8.64,-8.67,-2.8912,-0.239,305,3.0502,118.0289,1.9185,187.6564,,,0.8292,3.1285,1.2755,0.3894,111.6463,111.6463,9.5385,9.5385,,,2.4246,296345045.6,680751991.4,7968063786,223367632.5,,111.6463,3.7145,1.2134,,,,,100,69.1888,49.0831,50.9169,11.2624,3.0275,0.1057,0.0554,32.4259,67.5741,71.2606,28.7394,30.8112,3.2456,-39957893.59,0.6454,2.5036,-568.5564,-568.5564,1.8708,1.8708,572.6379,572.6379,-2.8796,-2.8796,105.3407,,3.2753,-798.6886,-0.1959,-5.3407,35.2877,10.3947
